dataset,n_estimators,perplexity,learning_rate,n_iter,N_top_features,min_cluster_size,min_samples,tsne_results,top_features,silhouette_score,cluster_labels,num_clusters
Dataset_4,50,5,5,2500,10,20,20,"[[   5.859568  -81.91507 ]
 [ -64.822464  -11.99468 ]
 [  22.520435   63.38269 ]
 ...
 [-100.91712    37.300274]
 [  39.336025  -92.523834]
 [ -42.829502  -41.325977]]","['Symptom_Merged_temperature_other_temp_issues', 'Symptom_Loss_of_smell', 'Symptom_Acid_reflux', 'Symptom_Sensations_coldness', 'Symptom_Headaches_diffuse', 'Symptom_Sensations_weakness', 'Symptom_Temp_lability', 'Symptom_Pain_burning_chest', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes']",-0.19385588,[-1 -1 11 ...  4 -1 -1],12
Dataset_4,50,5,5,2500,10,25,10,"[[   5.859568  -81.91507 ]
 [ -64.822464  -11.99468 ]
 [  22.520435   63.38269 ]
 ...
 [-100.91712    37.300274]
 [  39.336025  -92.523834]
 [ -42.829502  -41.325977]]","['Symptom_Merged_temperature_other_temp_issues', 'Symptom_Loss_of_smell', 'Symptom_Acid_reflux', 'Symptom_Sensations_coldness', 'Symptom_Headaches_diffuse', 'Symptom_Sensations_weakness', 'Symptom_Temp_lability', 'Symptom_Pain_burning_chest', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes']",-0.2661968,[ 8 -1  8 ... -1  8 -1],10
Dataset_4,50,5,5,2500,10,25,15,"[[   5.859568  -81.91507 ]
 [ -64.822464  -11.99468 ]
 [  22.520435   63.38269 ]
 ...
 [-100.91712    37.300274]
 [  39.336025  -92.523834]
 [ -42.829502  -41.325977]]","['Symptom_Merged_temperature_other_temp_issues', 'Symptom_Loss_of_smell', 'Symptom_Acid_reflux', 'Symptom_Sensations_coldness', 'Symptom_Headaches_diffuse', 'Symptom_Sensations_weakness', 'Symptom_Temp_lability', 'Symptom_Pain_burning_chest', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes']",-0.20758393,[ 9  9  9 ... -1 -1  9],10
Dataset_4,50,5,5,2500,10,25,20,"[[   5.859568  -81.91507 ]
 [ -64.822464  -11.99468 ]
 [  22.520435   63.38269 ]
 ...
 [-100.91712    37.300274]
 [  39.336025  -92.523834]
 [ -42.829502  -41.325977]]","['Symptom_Merged_temperature_other_temp_issues', 'Symptom_Loss_of_smell', 'Symptom_Acid_reflux', 'Symptom_Sensations_coldness', 'Symptom_Headaches_diffuse', 'Symptom_Sensations_weakness', 'Symptom_Temp_lability', 'Symptom_Pain_burning_chest', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes']",-0.20205782,[-1 -1  9 ... -1 -1 -1],10
Dataset_4,50,5,5,2500,10,30,10,"[[   5.859568  -81.91507 ]
 [ -64.822464  -11.99468 ]
 [  22.520435   63.38269 ]
 ...
 [-100.91712    37.300274]
 [  39.336025  -92.523834]
 [ -42.829502  -41.325977]]","['Symptom_Merged_temperature_other_temp_issues', 'Symptom_Loss_of_smell', 'Symptom_Acid_reflux', 'Symptom_Sensations_coldness', 'Symptom_Headaches_diffuse', 'Symptom_Sensations_weakness', 'Symptom_Temp_lability', 'Symptom_Pain_burning_chest', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes']",0.010312461,[ 5  5  5 ... -1  5  5],6
Dataset_4,50,5,5,2500,10,30,15,"[[   5.859568  -81.91507 ]
 [ -64.822464  -11.99468 ]
 [  22.520435   63.38269 ]
 ...
 [-100.91712    37.300274]
 [  39.336025  -92.523834]
 [ -42.829502  -41.325977]]","['Symptom_Merged_temperature_other_temp_issues', 'Symptom_Loss_of_smell', 'Symptom_Acid_reflux', 'Symptom_Sensations_coldness', 'Symptom_Headaches_diffuse', 'Symptom_Sensations_weakness', 'Symptom_Temp_lability', 'Symptom_Pain_burning_chest', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes']",0.000326318,[ 5  5  5 ... -1 -1  5],6
Dataset_4,50,5,5,2500,10,30,20,"[[   5.859568  -81.91507 ]
 [ -64.822464  -11.99468 ]
 [  22.520435   63.38269 ]
 ...
 [-100.91712    37.300274]
 [  39.336025  -92.523834]
 [ -42.829502  -41.325977]]","['Symptom_Merged_temperature_other_temp_issues', 'Symptom_Loss_of_smell', 'Symptom_Acid_reflux', 'Symptom_Sensations_coldness', 'Symptom_Headaches_diffuse', 'Symptom_Sensations_weakness', 'Symptom_Temp_lability', 'Symptom_Pain_burning_chest', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes']",-0.009891556,[ 6  6  6 ... -1 -1 -1],7
Dataset_4,50,5,5,2500,15,15,10,"[[  9.101111   -4.2168503]
 [-19.472254  -18.72907  ]
 [ 25.688557   32.949226 ]
 ...
 [ 28.902138   24.020819 ]
 [ 61.74552    -6.819509 ]
 [-33.34243     2.00642  ]]","['Symptom_Headaches_temples', 'Symptom_Sore_throat', 'Symptom_Dizziness_vertigo', 'Symptom_Dry_cough', 'Grouped_Respiratory_Cardiac', 'Symptom_Merged_temperature_other_temp_issues', 'Symptom_Loss_of_smell', 'Symptom_Acid_reflux', 'Symptom_Sensations_coldness', 'Symptom_Headaches_diffuse', 'Symptom_Sensations_weakness', 'Symptom_Temp_lability', 'Symptom_Pain_burning_chest', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes']",-0.2449054,[54 56 51 ... 49 28 57],62
Dataset_4,50,5,5,2500,15,15,15,"[[  9.101111   -4.2168503]
 [-19.472254  -18.72907  ]
 [ 25.688557   32.949226 ]
 ...
 [ 28.902138   24.020819 ]
 [ 61.74552    -6.819509 ]
 [-33.34243     2.00642  ]]","['Symptom_Headaches_temples', 'Symptom_Sore_throat', 'Symptom_Dizziness_vertigo', 'Symptom_Dry_cough', 'Grouped_Respiratory_Cardiac', 'Symptom_Merged_temperature_other_temp_issues', 'Symptom_Loss_of_smell', 'Symptom_Acid_reflux', 'Symptom_Sensations_coldness', 'Symptom_Headaches_diffuse', 'Symptom_Sensations_weakness', 'Symptom_Temp_lability', 'Symptom_Pain_burning_chest', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes']",-0.14443137,[2 2 2 ... 2 2 2],3
Dataset_4,50,5,5,2500,15,15,20,"[[  9.101111   -4.2168503]
 [-19.472254  -18.72907  ]
 [ 25.688557   32.949226 ]
 ...
 [ 28.902138   24.020819 ]
 [ 61.74552    -6.819509 ]
 [-33.34243     2.00642  ]]","['Symptom_Headaches_temples', 'Symptom_Sore_throat', 'Symptom_Dizziness_vertigo', 'Symptom_Dry_cough', 'Grouped_Respiratory_Cardiac', 'Symptom_Merged_temperature_other_temp_issues', 'Symptom_Loss_of_smell', 'Symptom_Acid_reflux', 'Symptom_Sensations_coldness', 'Symptom_Headaches_diffuse', 'Symptom_Sensations_weakness', 'Symptom_Temp_lability', 'Symptom_Pain_burning_chest', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes']",0.032357424,[1 1 1 ... 1 1 1],2
Dataset_4,50,5,5,2500,15,20,10,"[[  9.101111   -4.2168503]
 [-19.472254  -18.72907  ]
 [ 25.688557   32.949226 ]
 ...
 [ 28.902138   24.020819 ]
 [ 61.74552    -6.819509 ]
 [-33.34243     2.00642  ]]","['Symptom_Headaches_temples', 'Symptom_Sore_throat', 'Symptom_Dizziness_vertigo', 'Symptom_Dry_cough', 'Grouped_Respiratory_Cardiac', 'Symptom_Merged_temperature_other_temp_issues', 'Symptom_Loss_of_smell', 'Symptom_Acid_reflux', 'Symptom_Sensations_coldness', 'Symptom_Headaches_diffuse', 'Symptom_Sensations_weakness', 'Symptom_Temp_lability', 'Symptom_Pain_burning_chest', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes']",-0.26901302,[41 42 39 ... 38 21 43],48
Dataset_4,50,5,5,2500,15,20,15,"[[  9.101111   -4.2168503]
 [-19.472254  -18.72907  ]
 [ 25.688557   32.949226 ]
 ...
 [ 28.902138   24.020819 ]
 [ 61.74552    -6.819509 ]
 [-33.34243     2.00642  ]]","['Symptom_Headaches_temples', 'Symptom_Sore_throat', 'Symptom_Dizziness_vertigo', 'Symptom_Dry_cough', 'Grouped_Respiratory_Cardiac', 'Symptom_Merged_temperature_other_temp_issues', 'Symptom_Loss_of_smell', 'Symptom_Acid_reflux', 'Symptom_Sensations_coldness', 'Symptom_Headaches_diffuse', 'Symptom_Sensations_weakness', 'Symptom_Temp_lability', 'Symptom_Pain_burning_chest', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes']",-0.14443137,[2 2 2 ... 2 2 2],3
Dataset_4,50,5,5,2500,15,20,20,"[[  9.101111   -4.2168503]
 [-19.472254  -18.72907  ]
 [ 25.688557   32.949226 ]
 ...
 [ 28.902138   24.020819 ]
 [ 61.74552    -6.819509 ]
 [-33.34243     2.00642  ]]","['Symptom_Headaches_temples', 'Symptom_Sore_throat', 'Symptom_Dizziness_vertigo', 'Symptom_Dry_cough', 'Grouped_Respiratory_Cardiac', 'Symptom_Merged_temperature_other_temp_issues', 'Symptom_Loss_of_smell', 'Symptom_Acid_reflux', 'Symptom_Sensations_coldness', 'Symptom_Headaches_diffuse', 'Symptom_Sensations_weakness', 'Symptom_Temp_lability', 'Symptom_Pain_burning_chest', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes']",0.032357424,[1 1 1 ... 1 1 1],2
Dataset_4,50,5,5,2500,15,25,10,"[[  9.101111   -4.2168503]
 [-19.472254  -18.72907  ]
 [ 25.688557   32.949226 ]
 ...
 [ 28.902138   24.020819 ]
 [ 61.74552    -6.819509 ]
 [-33.34243     2.00642  ]]","['Symptom_Headaches_temples', 'Symptom_Sore_throat', 'Symptom_Dizziness_vertigo', 'Symptom_Dry_cough', 'Grouped_Respiratory_Cardiac', 'Symptom_Merged_temperature_other_temp_issues', 'Symptom_Loss_of_smell', 'Symptom_Acid_reflux', 'Symptom_Sensations_coldness', 'Symptom_Headaches_diffuse', 'Symptom_Sensations_weakness', 'Symptom_Temp_lability', 'Symptom_Pain_burning_chest', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes']",0.055635586,[1 1 1 ... 1 1 1],2
Dataset_4,50,5,5,2500,15,25,15,"[[  9.101111   -4.2168503]
 [-19.472254  -18.72907  ]
 [ 25.688557   32.949226 ]
 ...
 [ 28.902138   24.020819 ]
 [ 61.74552    -6.819509 ]
 [-33.34243     2.00642  ]]","['Symptom_Headaches_temples', 'Symptom_Sore_throat', 'Symptom_Dizziness_vertigo', 'Symptom_Dry_cough', 'Grouped_Respiratory_Cardiac', 'Symptom_Merged_temperature_other_temp_issues', 'Symptom_Loss_of_smell', 'Symptom_Acid_reflux', 'Symptom_Sensations_coldness', 'Symptom_Headaches_diffuse', 'Symptom_Sensations_weakness', 'Symptom_Temp_lability', 'Symptom_Pain_burning_chest', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes']",-0.14443137,[2 2 2 ... 2 2 2],3
Dataset_4,50,5,5,2500,15,25,20,"[[  9.101111   -4.2168503]
 [-19.472254  -18.72907  ]
 [ 25.688557   32.949226 ]
 ...
 [ 28.902138   24.020819 ]
 [ 61.74552    -6.819509 ]
 [-33.34243     2.00642  ]]","['Symptom_Headaches_temples', 'Symptom_Sore_throat', 'Symptom_Dizziness_vertigo', 'Symptom_Dry_cough', 'Grouped_Respiratory_Cardiac', 'Symptom_Merged_temperature_other_temp_issues', 'Symptom_Loss_of_smell', 'Symptom_Acid_reflux', 'Symptom_Sensations_coldness', 'Symptom_Headaches_diffuse', 'Symptom_Sensations_weakness', 'Symptom_Temp_lability', 'Symptom_Pain_burning_chest', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes']",0.0036436315,[ 0  0  0 ...  0 -1  0],2
Dataset_4,50,5,5,2500,15,30,10,"[[  9.101111   -4.2168503]
 [-19.472254  -18.72907  ]
 [ 25.688557   32.949226 ]
 ...
 [ 28.902138   24.020819 ]
 [ 61.74552    -6.819509 ]
 [-33.34243     2.00642  ]]","['Symptom_Headaches_temples', 'Symptom_Sore_throat', 'Symptom_Dizziness_vertigo', 'Symptom_Dry_cough', 'Grouped_Respiratory_Cardiac', 'Symptom_Merged_temperature_other_temp_issues', 'Symptom_Loss_of_smell', 'Symptom_Acid_reflux', 'Symptom_Sensations_coldness', 'Symptom_Headaches_diffuse', 'Symptom_Sensations_weakness', 'Symptom_Temp_lability', 'Symptom_Pain_burning_chest', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes']",-0.14949022,[3 3 3 ... 3 3 3],4
Dataset_4,50,5,5,2500,15,30,15,"[[  9.101111   -4.2168503]
 [-19.472254  -18.72907  ]
 [ 25.688557   32.949226 ]
 ...
 [ 28.902138   24.020819 ]
 [ 61.74552    -6.819509 ]
 [-33.34243     2.00642  ]]","['Symptom_Headaches_temples', 'Symptom_Sore_throat', 'Symptom_Dizziness_vertigo', 'Symptom_Dry_cough', 'Grouped_Respiratory_Cardiac', 'Symptom_Merged_temperature_other_temp_issues', 'Symptom_Loss_of_smell', 'Symptom_Acid_reflux', 'Symptom_Sensations_coldness', 'Symptom_Headaches_diffuse', 'Symptom_Sensations_weakness', 'Symptom_Temp_lability', 'Symptom_Pain_burning_chest', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes']",0.017804049,[1 1 1 ... 1 1 1],2
Dataset_4,50,5,5,2500,15,30,20,"[[  9.101111   -4.2168503]
 [-19.472254  -18.72907  ]
 [ 25.688557   32.949226 ]
 ...
 [ 28.902138   24.020819 ]
 [ 61.74552    -6.819509 ]
 [-33.34243     2.00642  ]]","['Symptom_Headaches_temples', 'Symptom_Sore_throat', 'Symptom_Dizziness_vertigo', 'Symptom_Dry_cough', 'Grouped_Respiratory_Cardiac', 'Symptom_Merged_temperature_other_temp_issues', 'Symptom_Loss_of_smell', 'Symptom_Acid_reflux', 'Symptom_Sensations_coldness', 'Symptom_Headaches_diffuse', 'Symptom_Sensations_weakness', 'Symptom_Temp_lability', 'Symptom_Pain_burning_chest', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes']",0.0036436315,[ 0  0  0 ...  0 -1  0],2
Dataset_4,50,5,5,2500,25,15,10,"[[ 18.73814    50.656826 ]
 [-28.377043   17.15406  ]
 [ 30.814678   28.368324 ]
 ...
 [-69.25411   -57.03199  ]
 [ 53.41312     1.3929694]
 [-30.792122   46.482307 ]]","['Symptom_Night_sweats', 'Symptom_Awakened_cannot_breathe', 'Symptom_Extreme_thirst', 'Symptom_Altered_taste', 'Symptom_Joint_pain', 'Symptom_Difficulty_falling_asleep', 'Symptom_Waking_up_in_night', 'Symptom_Chills_flushing_sweats', 'Symptom_Changes_in_voice', 'Symptom_Muscle_aches', 'Symptom_Headaches_temples', 'Symptom_Sore_throat', 'Symptom_Dizziness_vertigo', 'Symptom_Dry_cough', 'Grouped_Respiratory_Cardiac', 'Symptom_Merged_temperature_other_temp_issues', 'Symptom_Loss_of_smell', 'Symptom_Acid_reflux', 'Symptom_Sensations_coldness', 'Symptom_Headaches_diffuse', 'Symptom_Sensations_weakness', 'Symptom_Temp_lability', 'Symptom_Pain_burning_chest', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes']",-0.12684633,[ 2  2  2 ... -1  2  2],3
Dataset_4,50,5,5,2500,25,15,15,"[[ 18.73814    50.656826 ]
 [-28.377043   17.15406  ]
 [ 30.814678   28.368324 ]
 ...
 [-69.25411   -57.03199  ]
 [ 53.41312     1.3929694]
 [-30.792122   46.482307 ]]","['Symptom_Night_sweats', 'Symptom_Awakened_cannot_breathe', 'Symptom_Extreme_thirst', 'Symptom_Altered_taste', 'Symptom_Joint_pain', 'Symptom_Difficulty_falling_asleep', 'Symptom_Waking_up_in_night', 'Symptom_Chills_flushing_sweats', 'Symptom_Changes_in_voice', 'Symptom_Muscle_aches', 'Symptom_Headaches_temples', 'Symptom_Sore_throat', 'Symptom_Dizziness_vertigo', 'Symptom_Dry_cough', 'Grouped_Respiratory_Cardiac', 'Symptom_Merged_temperature_other_temp_issues', 'Symptom_Loss_of_smell', 'Symptom_Acid_reflux', 'Symptom_Sensations_coldness', 'Symptom_Headaches_diffuse', 'Symptom_Sensations_weakness', 'Symptom_Temp_lability', 'Symptom_Pain_burning_chest', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes']",0.02363797,[ 0  0  0 ... -1  0  0],2
Dataset_4,50,5,5,2500,25,15,20,"[[ 18.73814    50.656826 ]
 [-28.377043   17.15406  ]
 [ 30.814678   28.368324 ]
 ...
 [-69.25411   -57.03199  ]
 [ 53.41312     1.3929694]
 [-30.792122   46.482307 ]]","['Symptom_Night_sweats', 'Symptom_Awakened_cannot_breathe', 'Symptom_Extreme_thirst', 'Symptom_Altered_taste', 'Symptom_Joint_pain', 'Symptom_Difficulty_falling_asleep', 'Symptom_Waking_up_in_night', 'Symptom_Chills_flushing_sweats', 'Symptom_Changes_in_voice', 'Symptom_Muscle_aches', 'Symptom_Headaches_temples', 'Symptom_Sore_throat', 'Symptom_Dizziness_vertigo', 'Symptom_Dry_cough', 'Grouped_Respiratory_Cardiac', 'Symptom_Merged_temperature_other_temp_issues', 'Symptom_Loss_of_smell', 'Symptom_Acid_reflux', 'Symptom_Sensations_coldness', 'Symptom_Headaches_diffuse', 'Symptom_Sensations_weakness', 'Symptom_Temp_lability', 'Symptom_Pain_burning_chest', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes']",-0.00045018882,[-1  1  1 ... -1  1  1],2
Dataset_4,50,5,5,2500,25,20,10,"[[ 18.73814    50.656826 ]
 [-28.377043   17.15406  ]
 [ 30.814678   28.368324 ]
 ...
 [-69.25411   -57.03199  ]
 [ 53.41312     1.3929694]
 [-30.792122   46.482307 ]]","['Symptom_Night_sweats', 'Symptom_Awakened_cannot_breathe', 'Symptom_Extreme_thirst', 'Symptom_Altered_taste', 'Symptom_Joint_pain', 'Symptom_Difficulty_falling_asleep', 'Symptom_Waking_up_in_night', 'Symptom_Chills_flushing_sweats', 'Symptom_Changes_in_voice', 'Symptom_Muscle_aches', 'Symptom_Headaches_temples', 'Symptom_Sore_throat', 'Symptom_Dizziness_vertigo', 'Symptom_Dry_cough', 'Grouped_Respiratory_Cardiac', 'Symptom_Merged_temperature_other_temp_issues', 'Symptom_Loss_of_smell', 'Symptom_Acid_reflux', 'Symptom_Sensations_coldness', 'Symptom_Headaches_diffuse', 'Symptom_Sensations_weakness', 'Symptom_Temp_lability', 'Symptom_Pain_burning_chest', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes']",-0.25124985,[ 3  3  3 ... -1  3  3],4
Dataset_4,50,5,5,2500,25,20,15,"[[ 18.73814    50.656826 ]
 [-28.377043   17.15406  ]
 [ 30.814678   28.368324 ]
 ...
 [-69.25411   -57.03199  ]
 [ 53.41312     1.3929694]
 [-30.792122   46.482307 ]]","['Symptom_Night_sweats', 'Symptom_Awakened_cannot_breathe', 'Symptom_Extreme_thirst', 'Symptom_Altered_taste', 'Symptom_Joint_pain', 'Symptom_Difficulty_falling_asleep', 'Symptom_Waking_up_in_night', 'Symptom_Chills_flushing_sweats', 'Symptom_Changes_in_voice', 'Symptom_Muscle_aches', 'Symptom_Headaches_temples', 'Symptom_Sore_throat', 'Symptom_Dizziness_vertigo', 'Symptom_Dry_cough', 'Grouped_Respiratory_Cardiac', 'Symptom_Merged_temperature_other_temp_issues', 'Symptom_Loss_of_smell', 'Symptom_Acid_reflux', 'Symptom_Sensations_coldness', 'Symptom_Headaches_diffuse', 'Symptom_Sensations_weakness', 'Symptom_Temp_lability', 'Symptom_Pain_burning_chest', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes']",0.02363797,[ 0  0  0 ... -1  0  0],2
Dataset_4,50,5,5,2500,25,20,20,"[[ 18.73814    50.656826 ]
 [-28.377043   17.15406  ]
 [ 30.814678   28.368324 ]
 ...
 [-69.25411   -57.03199  ]
 [ 53.41312     1.3929694]
 [-30.792122   46.482307 ]]","['Symptom_Night_sweats', 'Symptom_Awakened_cannot_breathe', 'Symptom_Extreme_thirst', 'Symptom_Altered_taste', 'Symptom_Joint_pain', 'Symptom_Difficulty_falling_asleep', 'Symptom_Waking_up_in_night', 'Symptom_Chills_flushing_sweats', 'Symptom_Changes_in_voice', 'Symptom_Muscle_aches', 'Symptom_Headaches_temples', 'Symptom_Sore_throat', 'Symptom_Dizziness_vertigo', 'Symptom_Dry_cough', 'Grouped_Respiratory_Cardiac', 'Symptom_Merged_temperature_other_temp_issues', 'Symptom_Loss_of_smell', 'Symptom_Acid_reflux', 'Symptom_Sensations_coldness', 'Symptom_Headaches_diffuse', 'Symptom_Sensations_weakness', 'Symptom_Temp_lability', 'Symptom_Pain_burning_chest', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes']",-0.00045018882,[-1  1  1 ... -1  1  1],2
Dataset_4,50,5,5,2500,25,25,10,"[[ 18.73814    50.656826 ]
 [-28.377043   17.15406  ]
 [ 30.814678   28.368324 ]
 ...
 [-69.25411   -57.03199  ]
 [ 53.41312     1.3929694]
 [-30.792122   46.482307 ]]","['Symptom_Night_sweats', 'Symptom_Awakened_cannot_breathe', 'Symptom_Extreme_thirst', 'Symptom_Altered_taste', 'Symptom_Joint_pain', 'Symptom_Difficulty_falling_asleep', 'Symptom_Waking_up_in_night', 'Symptom_Chills_flushing_sweats', 'Symptom_Changes_in_voice', 'Symptom_Muscle_aches', 'Symptom_Headaches_temples', 'Symptom_Sore_throat', 'Symptom_Dizziness_vertigo', 'Symptom_Dry_cough', 'Grouped_Respiratory_Cardiac', 'Symptom_Merged_temperature_other_temp_issues', 'Symptom_Loss_of_smell', 'Symptom_Acid_reflux', 'Symptom_Sensations_coldness', 'Symptom_Headaches_diffuse', 'Symptom_Sensations_weakness', 'Symptom_Temp_lability', 'Symptom_Pain_burning_chest', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes']",-0.11690815,[ 2  2  2 ... -1  2  2],3
Dataset_4,50,5,5,2500,25,25,15,"[[ 18.73814    50.656826 ]
 [-28.377043   17.15406  ]
 [ 30.814678   28.368324 ]
 ...
 [-69.25411   -57.03199  ]
 [ 53.41312     1.3929694]
 [-30.792122   46.482307 ]]","['Symptom_Night_sweats', 'Symptom_Awakened_cannot_breathe', 'Symptom_Extreme_thirst', 'Symptom_Altered_taste', 'Symptom_Joint_pain', 'Symptom_Difficulty_falling_asleep', 'Symptom_Waking_up_in_night', 'Symptom_Chills_flushing_sweats', 'Symptom_Changes_in_voice', 'Symptom_Muscle_aches', 'Symptom_Headaches_temples', 'Symptom_Sore_throat', 'Symptom_Dizziness_vertigo', 'Symptom_Dry_cough', 'Grouped_Respiratory_Cardiac', 'Symptom_Merged_temperature_other_temp_issues', 'Symptom_Loss_of_smell', 'Symptom_Acid_reflux', 'Symptom_Sensations_coldness', 'Symptom_Headaches_diffuse', 'Symptom_Sensations_weakness', 'Symptom_Temp_lability', 'Symptom_Pain_burning_chest', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes']",0.02363797,[ 0  0  0 ... -1  0  0],2
Dataset_4,50,5,5,2500,25,25,20,"[[ 18.73814    50.656826 ]
 [-28.377043   17.15406  ]
 [ 30.814678   28.368324 ]
 ...
 [-69.25411   -57.03199  ]
 [ 53.41312     1.3929694]
 [-30.792122   46.482307 ]]","['Symptom_Night_sweats', 'Symptom_Awakened_cannot_breathe', 'Symptom_Extreme_thirst', 'Symptom_Altered_taste', 'Symptom_Joint_pain', 'Symptom_Difficulty_falling_asleep', 'Symptom_Waking_up_in_night', 'Symptom_Chills_flushing_sweats', 'Symptom_Changes_in_voice', 'Symptom_Muscle_aches', 'Symptom_Headaches_temples', 'Symptom_Sore_throat', 'Symptom_Dizziness_vertigo', 'Symptom_Dry_cough', 'Grouped_Respiratory_Cardiac', 'Symptom_Merged_temperature_other_temp_issues', 'Symptom_Loss_of_smell', 'Symptom_Acid_reflux', 'Symptom_Sensations_coldness', 'Symptom_Headaches_diffuse', 'Symptom_Sensations_weakness', 'Symptom_Temp_lability', 'Symptom_Pain_burning_chest', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes']",-0.383969,[-1  2 -1 ... -1  2 -1],4
Dataset_4,50,5,5,2500,25,30,10,"[[ 18.73814    50.656826 ]
 [-28.377043   17.15406  ]
 [ 30.814678   28.368324 ]
 ...
 [-69.25411   -57.03199  ]
 [ 53.41312     1.3929694]
 [-30.792122   46.482307 ]]","['Symptom_Night_sweats', 'Symptom_Awakened_cannot_breathe', 'Symptom_Extreme_thirst', 'Symptom_Altered_taste', 'Symptom_Joint_pain', 'Symptom_Difficulty_falling_asleep', 'Symptom_Waking_up_in_night', 'Symptom_Chills_flushing_sweats', 'Symptom_Changes_in_voice', 'Symptom_Muscle_aches', 'Symptom_Headaches_temples', 'Symptom_Sore_throat', 'Symptom_Dizziness_vertigo', 'Symptom_Dry_cough', 'Grouped_Respiratory_Cardiac', 'Symptom_Merged_temperature_other_temp_issues', 'Symptom_Loss_of_smell', 'Symptom_Acid_reflux', 'Symptom_Sensations_coldness', 'Symptom_Headaches_diffuse', 'Symptom_Sensations_weakness', 'Symptom_Temp_lability', 'Symptom_Pain_burning_chest', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes']",0.011222055,[ 1  1  1 ... -1  1  1],2
Dataset_4,50,5,5,2500,25,30,15,"[[ 18.73814    50.656826 ]
 [-28.377043   17.15406  ]
 [ 30.814678   28.368324 ]
 ...
 [-69.25411   -57.03199  ]
 [ 53.41312     1.3929694]
 [-30.792122   46.482307 ]]","['Symptom_Night_sweats', 'Symptom_Awakened_cannot_breathe', 'Symptom_Extreme_thirst', 'Symptom_Altered_taste', 'Symptom_Joint_pain', 'Symptom_Difficulty_falling_asleep', 'Symptom_Waking_up_in_night', 'Symptom_Chills_flushing_sweats', 'Symptom_Changes_in_voice', 'Symptom_Muscle_aches', 'Symptom_Headaches_temples', 'Symptom_Sore_throat', 'Symptom_Dizziness_vertigo', 'Symptom_Dry_cough', 'Grouped_Respiratory_Cardiac', 'Symptom_Merged_temperature_other_temp_issues', 'Symptom_Loss_of_smell', 'Symptom_Acid_reflux', 'Symptom_Sensations_coldness', 'Symptom_Headaches_diffuse', 'Symptom_Sensations_weakness', 'Symptom_Temp_lability', 'Symptom_Pain_burning_chest', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes']",-0.11179854,[-1 -1 -1 ... -1  1 -1],2
Dataset_4,50,5,5,2500,25,30,20,"[[ 18.73814    50.656826 ]
 [-28.377043   17.15406  ]
 [ 30.814678   28.368324 ]
 ...
 [-69.25411   -57.03199  ]
 [ 53.41312     1.3929694]
 [-30.792122   46.482307 ]]","['Symptom_Night_sweats', 'Symptom_Awakened_cannot_breathe', 'Symptom_Extreme_thirst', 'Symptom_Altered_taste', 'Symptom_Joint_pain', 'Symptom_Difficulty_falling_asleep', 'Symptom_Waking_up_in_night', 'Symptom_Chills_flushing_sweats', 'Symptom_Changes_in_voice', 'Symptom_Muscle_aches', 'Symptom_Headaches_temples', 'Symptom_Sore_throat', 'Symptom_Dizziness_vertigo', 'Symptom_Dry_cough', 'Grouped_Respiratory_Cardiac', 'Symptom_Merged_temperature_other_temp_issues', 'Symptom_Loss_of_smell', 'Symptom_Acid_reflux', 'Symptom_Sensations_coldness', 'Symptom_Headaches_diffuse', 'Symptom_Sensations_weakness', 'Symptom_Temp_lability', 'Symptom_Pain_burning_chest', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes']",-0.28511146,[-1  1 -1 ... -1  1 -1],3
